id_product,product_name,description
444,Lorna Jane High Intensity Sports Bra,"Aerie loves Lorna Jane! Move. Nourish. Believe. Lorna Jane styles are designed to motivate you to achieve your best. With love from Australia! style: 0762-1017 | color: 073 LJ Excel Fabric™, moisture-wicking and breathable Shrink and fade resistant Removable padding Adjustable straps Clasp back Not eligible for promotions Only ships within the USA and Canada 88% Nylon 12% Elastane Machine Wash Imported read more read less"
445,Aerie Chill Sunflower Lace Sports Bra,"CHILL. Play. Move.™ Made for every day & everywhere. Comfort never looked cooler. style: 0785-2331 | color: 073 Chill fabric: Feel comfy Everyday stretch V-front ""Guipure"" Sunflower Lace back 89% Nylon, 11% Spandex Hand Wash Imported read more read less"
446,Sunnie Full Coverage Lightly Lined Bra,"Sunnie Collection: Real Soft® T-shirt bras. style: 9792-3487 | color: 153 Lightly lined Full coverage, Underwire Fully adjustable straps Ballet back Back hook closure Real Soft® fabric 360 degree stretch moves with you If you loved Sofie or Jennifer, you'll ADORE Sunnie! 64% Nylon, 36% Elastane Hand Wash Imported read more read less"
447,Aerie Play Sports Bra,"Chill. PLAY. Move. Some girls sweat & others keep it cool. That’s why we made a collection that works for every body. It’s all about you, girl. Namaste. style: 0785-2365 | color: 046 Play fabric Scoop front Twist back racerback detail 89% Nylon, 11% Spandex Hand Wash Imported read more read less"
448,Katie Lightly Lined Bra,"The original t-shirt bra every girl is sure to love. style: 4442-7813 | color: 666 Lightly lined Plunge silhouette Underwire Adjustable straps Back hook closure Pretty strap detail Some Styles: FLWR PWR lace 97% Nylon, 3% Elastane Hand Wash Imported read more read less"
449,Sunnie Wireless Lightly Lined Bra,"Real Soft®. Real support. Real comfy! Sunnie Collection: Real Soft® t-shirt bras. style: 4793-7790 | color: 412 Lightly lined NO wires! So-soft, two-way stretch padding for support and easy movement Comfy, pull-on silhouette (just like your fave Sunnie bralette) Straps and fabric mold to your body for extra comfort and support Special cups and extended side details for added support that hugs and smooths Your fave Sunnie bra meets your go-to Sunnie bralette for a new twist on Real Soft® A Real Soft® t-shirt bra Cup size runs large. Size down. 52% Nylon, 39% Polyester, 9% Spandex Hand Wash Imported read more read less"
450,Sunnie Full Coverage Lightly Lined Bra,"Sunnie Collection: Real Soft® T-shirt bras. Made for REAL life. Every girl is #AerieREAL. It's time your bra is, too! style: 9793-7552 | color: 327 Lightly lined Full coverage, Underwire Fully adjustable straps Ballet back Back hook closure Real Soft® fabric 360 degree stretch moves with you If you loved Sofie or Jennifer, you'll ADORE Sunnie! 52% Nylon, 39% Polyester, 9% Spandex Hand Wash Imported read more read less"
451,Katie Lightly Lined Bra,"The Girl Next Door The original t-shirt bra every girl is sure to love. style: 4441-7167 | color: 153 Lightly lined Full coverage Underwire Fully adjustable straps Back hook closure 73% Nylon, 27% Spandex Hand Wash Imported read more read less"
452,Brooke Racerback Pushup Bra,"The Bestie Your go-to pushup with just the right push. style: 3732-4656 | color: 018 Pushup level: Perkier Plunge silhouette Underwire Front closure If you loved Charley or Emma, you'll ADORE Brooke! 62% Nylon, 30% Cotton, 8% Spandex Hand Wash Imported read more read less"
453,Hannah Lightly Lined Bra,"The free spirit Our comfy, convertible bra. Convertible so you can go with the flow. style: 0792-7766 | color: 153 Lightly lined Demi coverage Underwire So-soft ""papertouch"" cups Adjustable straps Back hook closure J-hook to convert to racerback 73% Nylon, 27% Elastane Hand Wash Imported read more read less"
454,Aerie Play Mesh Back Sports Bra,"Chill. PLAY. Move.™ Super soft and cozy to take you straight from Barre to brunch. style: 0785-2360 | color: 073 Play fabric Perk up! Removable pads V-neck Adjustable straps Mesh racerback Pop it like it's hot! Pop color details 89% Nylon, 11% Elastane Hand Wash Imported read more read less"
455,Happy Unlined Bandeau Bra,"Hello, Happy Bras. Happiness is feeling like the real you. Welcome to your happy place. style: 2792-2308 | color: 808 Happiness from the inside out: light, comfy interior Underwire support Classic coverage Strapless No slip lining Back hook closure 93% Nylon, 7% Spandex Hand Wash Imported read more read less"
456,Aerie Lace Halter Bralette,"Extra support. Get extra support and a pretty peek with a halter strap. style: 0697-7515 | color: 437 Soft lace, cozy lining Halter strap for extra support V-neck Let it peek out from tees and tanks! Stay comfy in a bra made to layer 92% Nylon, 8% Elastane Hand Wash Imported read more read less"
457,Aerie Move Racerback Sports Bra,"Chill. Play. MOVE. Some girls sweat & others keep it cool. That’s why we made a collection that works for every body. Forget the makeup. It’s all about you, girl. Namaste.  style: 0785-2367 | color: 410 Move fabric Perk up! Removable pads Scoop front Racerback Back keyhole detail Back hook closure 65% Nylon, 35% Spandex Hand Wash Imported read more read less"
458,Sunnie Demi Coverage Lightly Lined Bra,"Sunnie Collection: Real Soft® T-shirt bras. style: 2791-7747 | color: 410 Lightly lined Demi coverage Underwire Adjustable straps Ballet back Back hook closure Real Soft® fabric Soft heathered effect 51% Nylon, 39% Polyester, 10% Elastane Hand Wash Imported read more read less"
459,Sunnie Full Coverage Lightly Lined Bra,"Sunnie Collection: Real Soft® T-shirt bras. style: 9793-7340 | color: 153 Lightly lined Full coverage, Underwire Adjustable cross-back straps Back hook closure Real Soft® fabric 360 degree stretch moves with you If you loved Sofie or Jennifer, you'll ADORE Sunnie! 64% Polyamide, 36% Spandex Hand Wash Imported read more read less"
460,Sunnie Demi Coverage Lightly Lined Bra,"Sunnie Collection: Real Soft® T-shirt bras. style: 2791-7771 | color: 073 Lightly lined Demi coverage Underwire Racerback Adjustable straps Ballet back Front closure Real Soft® fabric 64% Nylon, 36% Elastane Hand Wash Imported read more read less"
461,Aerie Padded Lace Racerback Bralette,"Bralette goals. Bralettes. We did them first, we do them best! Layer 'em on first, or wear 'em on their own. style: 0692-7618 | color: 382 Super soft stretch lace Half-adjustable, half-lace straps Padded cups Stretchy band Racerback Let it peek out from tees & tanks! Stay comfy in a bra MADE to layer Soft, colorful & beyond comfortable 93% Nylon, 7% Elastane Hand Wash Imported read more read less"
462,Audrey Strapless Lightly Lined Bra,"Our only lightly lined, strapless bra With Audrey, there's nothing you're not ready for: convertible, for every day and with natural, gentle shaping. style: 0797-7880 | color: 125 Lightly Lined Demi coverage Underwire Stay-secure rubber-lined back Convertible, removable straps Back closure Our only lightly lined, strapless bra 1 bra. 4 ways to wear it: 2 straps, 1 strap, cross-strap or strapless! 73% Nylon, 27% Elastane Hand Wash Imported read more read less"
463,Aerie Sunnie Chill Bralette,"Sunnie Collection: Chill. Play. Move.™ + Real Soft® Made for every day & everywhere. Comfort never looked cooler. style: 0785-2332 | color: 410 Real Soft® fabric + CHILL: Feel comfy! Everyday stretch V-front Cross-back straps Colorblock details 72% Nylon, 28% Spandex Hand Wash Imported read more read less"
464,Sunnie Demi Coverage Lightly Lined Bra,"Sunnie Collection: Real Soft® T-shirt bras. Made for REAL life. Every girl is #AerieREAL. It's time your bra is, too! style: 2791-7894 | color: 808 Lightly lined Demi coverage Underwire Adjustable straps Back hook closure Real Soft® fabric 360 stretch moves with you 64% Nylon, 36% Elastane Hand Wash Imported read more read less"
465,Sunnie Unlined Bandeau Bra,"Sunnie Collection: Real Soft® T-shirt bras. Made for REAL life. Every girl is #AerieREAL. It's time your bra is, too! style: 2792-2337 | color: 410 Real Soft® fabric Underwire support Removable straps Hook closure Real Soft® fabric 52% Nylon, 39% Polyester, 9% Spandex Hand Wash Imported read more read less"
466,Aerie Backless Pushup Bare Bra,"Quick Fixes® Collection: Endless options for every outfit. Our new bra collections are made for REAL life. Every girl is #AerieREAL. It's time your bra is, too! style: 0735-4331 | color: 292 Pushup level: Perkier Backless & strapless Demi coverage Underwire Clear adhesive side wings Can be worn up to 25 times Complete wear and care instructions on package 84% Nylon, 16% Spandex Hand Wash Imported read more read less"
467,Aerie Romantic Lace Keyhole Longline Bralette,"Bralette goals. Bralettes. We did them first, we do them best! Layer 'em on first, or wear 'em on their own. style: 4447-2142 | color: 619 Soft romantic lace V-front Cotton lined cups Keyhole front & back details Adjustable straps Romantic fringe trim Let it peek out from tees & tanks! Stay comfy in a bra MADE to layer 93% Nylon, 7% Spandex Hand Wash Imported read more read less"
468,Sunnie Wireless Lightly Lined Bra,"Real Soft®. Real support. Real comfy! Sunnie Collection: Real Soft® t-shirt bras. style: 4793-7790 | color: 073 Lightly lined NO wires! So-soft, two-way stretch padding for support and easy movement Comfy, pull-on silhouette (just like your fave Sunnie bralette) Straps and fabric mold to your body for extra comfort and support Special cups and extended side details for added support that hugs and smooths Your fave Sunnie bra meets your go-to Sunnie bralette for a new twist on Real Soft® A Real Soft® t-shirt bra Cup size runs large. Size down. 52% Nylon, 39% Polyester, 9% Spandex Hand Wash Imported read more read less"
469,Brooke Racerback Pushup Bra,"The Bestie Your go-to pushup with just the right push. style: 3732-4656 | color: 666 Pushup level: Perkier Plunge silhouette Underwire Front closure If you loved Charley or Emma, you'll ADORE Brooke! 62% Nylon, 30% Cotton, 8% Spandex Hand Wash Imported read more read less"
470,Aerie Sunnie Chill Bralette,"Sunnie Collection: Chill. Play. Move.™ + Real Soft® Some girls sweat & others keep it cool. The collection that works for every body just got even brighter. style: 0785-2272 | color: 073 Real Soft® fabric + CHILL Plunge front Cross-back straps Keyhole back detail Wicking fabric to help keep moisture away from skin 67% Polyamide, 33% Elastane Hand Wash Imported read more read less"
471,Sunnie Unlined Bandeau Bra,"Sunnie Collection: Real Soft® T-shirt bras. Made for REAL life. Every girl is #AerieREAL. It's time your bra is, too! style: 2792-7896 | color: 678 Real Soft® fabric Underwire support Removable straps Back closure 64% Nylon, 36% Elastane Hand Wash Imported read more read less"
472,Summer Strapless Pushup Bra,"The bra for every season. The pushup that has you completely ready for absolutely anything! style: 1736-4359 | color: 130 Pushup level: Perky Demi coverage Underwire Convertible, removable straps Back closure 1 bra. 4 ways to wear it: 2 straps, 1 strap, cross-strap or strapless! 73% Nylon, 27% Spandex Hand Wash Imported, Adhesive imported from USA read more read less"
473,Aerie Tomgirl Logo Bralette,"Simply sporty! Simply sporty details and a soft cotton blend keep you comfy in your fave layer. style: 1692-2259 | color: 100 Soft cotton Scoop front Button details Logo elastic waistband 95% Cotton, 5% Spandex Hand Wash Imported read more read less"
474,Sunnie Full Coverage Lightly Lined Bra,"Sunnie Collection: Real Soft® T-shirt bras. style: 9792-3487 | color: 933 Lightly lined Full coverage, Underwire Fully adjustable straps Ballet back Back hook closure Real Soft® fabric 360 degree stretch moves with you If you loved Sofie or Jennifer, you'll ADORE Sunnie! 64% Nylon, 36% Elastane Hand Wash Imported read more read less"
475,Brooke Racerback Pushup Bra,"The Bestie Your go-to pushup with just the right push. style: 3732-4689 | color: 410 Pushup level: Perkier Plunge silhouette Underwire Pull-on fit Racerback with adjustable straps If you loved Charlie or Emma, you'll ADORE Brooke! 73% Nylon, 27% Elastane Hand Wash Imported read more read less"
476,Aerie Play Sports Bra,"Chill. PLAY. Move. Some girls sweat & others keep it cool. That’s why we made a collection that works for every body. It’s all about you, girl. Namaste. style: 0785-2365 | color: 645 Play fabric Scoop front Twist back racerback detail 89% Nylon, 11% Spandex Hand Wash Imported read more read less"
477,Aerie Move Zip Front Sports Bra,"Chill. Play. MOVE.™ Medium to high impact support for your next sweat sesh. style: 0785-2319 | color: 073 Smooth seamless fabric Scoop front Zip closure *Worry free! Hidden front hook keeps zipper from falling 89% Nylon, 11% Elastane Hand Wash Imported read more read less"
478,Sunnie Pushup Bra,"Sunnie Collection: Real Soft® T-shirt bras. style: 6734-4530 | color: 073 Pushup level: Perkier Demi coverage, Underwire Fully adjustable straps Ballet back Back hook closure Real Soft® fabric 360 degree stretch moves with you If you loved Jacklyn or Emma, you'll ADORE Sunnie Pushup If you like Harper or Ella Gel, you’ll LOVE Sunnie Pushup 52% Nylon, 39% Polyester, 9% Elastane Hand Wash Imported read more read less"
479,Happy Unlined Bra,"Hello, Happy Bras. Happiness is feeling like the real you. Welcome to your happy place. style: 2792-7830 | color: 046 Happiness from the inside out: light mesh interior Underwire support Classic coverage Adjustable straps Back hook closure 97% Nylon, 3% Elastane Hand Wash Imported read more read less"
480,Sunnie Pushup Bra,"Sunnie Collection: Real Soft® T-shirt bras. style: 6733-4352 | color: 073 Pushup level: Perkier Demi coverage, Underwire Fully adjustable straps Ballet back Back hook closure Real Soft® fabric 360 degree stretch moves with you If you loved Jacklyn or Emma, you'll ADORE Sunnie Pushup If you like Harper or Ella Gel, you’ll LOVE Sunnie Pushup 64% Polyamide, 36% Elastane Hand Wash Imported read more read less"
481,Aerie Backless U Plunge Bare Bra,"Quick Fixes® Collection: Endless options for every outfit. Our new bra collections are made for REAL life. Every girl is #AerieREAL. It's time your bra is, too! style: 0735-4332 | color: 292 Pushup level: Perkier Backless & strapless Low U-shape front Underwire Adhesive wings & cups Removable straps Can be worn up to 25 times with proper care. Complete wear and care instructions on package. 84% Nylon, 16% Spandex Hand Wash Imported. Adhesive Imported from US read more read less"
482,Sunnie Demi Coverage Lightly Lined Bra,"Sunnie Collection: Real Soft® T-shirt bras. style: 2791-7747 | color: 073 Lightly lined Demi coverage Underwire Adjustable straps Ballet back Back hook closure Real Soft® fabric Soft heathered effect 51% Nylon, 39% Polyester, 10% Elastane Hand Wash Imported read more read less"
483,Aerie Backless Bare Bra,"Quick Fixes® Collection: Endless options for every outfit. Our new bra collections are made for REAL life. Every girl is #AerieREAL. It's time your bra is, too! style: 0735-2384 | color: 292 Lightly lined Backless & strapless Adhesive lined cups Can be worn up to 25 times with proper care. Complete wear and care instructions on package. 40% Silicone, 30% Polyester, 30% Polyurethane Foam Hand Wash Imported. Adhesive Imported from US read more read less"
484,Sunnie Demi Coverage Lightly Lined Bra,"Sunnie Collection: Real Soft® T-shirt bras. style: 2790-7598 | color: 410 Lightly lined Demi coverage Underwire Adjustable straps with split strap detail Ballet back Back hook closure Real Soft® fabric 360 degree stretch moves with you 64% Nylon, 36% Elastane Hand Wash Imported read more read less"
485,Katie Lightly Lined Bra,"The original t-shirt bra every girl is sure to love. style: 4442-7813 | color: 802 Lightly lined Plunge silhouette Underwire Adjustable straps Back hook closure Pretty strap detail Some Styles: FLWR PWR lace 97% Nylon, 3% Elastane Hand Wash Imported read more read less"
486,Aerie Move Racerback Sports Bra,"Chill. Play. MOVE. Some girls sweat & others keep it cool. That’s why we made a collection that works for every body. Forget the makeup. It’s all about you, girl. Namaste.  style: 0785-2367 | color: 199 Move fabric Perk up! Removable pads Scoop front Racerback Back keyhole detail Back hook closure 65% Nylon, 35% Spandex Hand Wash Imported read more read less"
487,Happy Unlined Bandeau Bra,"Hello, Happy Bras. Happiness is feeling like the real you. Welcome to your happy place. style: 2792-2308 | color: 073 Happiness from the inside out: light, comfy interior Underwire support Classic coverage Strapless No slip lining Back hook closure 93% Nylon, 7% Spandex Hand Wash Imported read more read less"
488,Hannah Lightly Lined Bra,"The free spirit Our comfy, convertible bra. Convertible so you can go with the flow. style: 0792-7766 | color: 100 Lightly lined Demi coverage Underwire So-soft ""papertouch"" cups Adjustable straps Back hook closure J-hook to convert to racerback 73% Nylon, 27% Elastane Hand Wash Imported read more read less"
489,Audrey Strapless Lightly Lined Bra,"Our only lightly lined, strapless bra With Audrey, there's nothing you're not ready for: convertible, for every day and with natural, gentle shaping. style: 0796-7214 | color: 153 Lightly Lined Demi coverage Underwire Stay-secure rubber-lined back Convertible, removable straps Back closure Our only lightly lined, strapless bra 1 bra. 4 ways to wear it: 2 straps, 1 strap, cross-strap or strapless! 73% Nylon, 27% Spandex Hand Wash Imported read more read less"
490,Aerie Lace Halter Bralette,"Extra support. Get extra support and a pretty peek with a halter strap. style: 0697-7515 | color: 412 Soft lace, cozy lining Halter strap for extra support V-neck Let it peek out from tees and tanks! Stay comfy in a bra made to layer 92% Nylon, 8% Elastane Hand Wash Imported read more read less"
491,Happy Unlined Bra,"Hello, Happy Bras! Happiness is feeling like the real you. Welcome to your happy place. style: 2792-7888 | color: 073 Happiness from the inside out: light, comfy interior Underwire support Classic coverage Strappy, cage back detail Back hook closure Stay cozy in a bra MADE to layer 91% Nylon, 9% Elastane Hand Wash Imported read more read less"
492,Happy Unlined Bandeau Bra,"Hello, Happy Bras. Happiness is feeling like the real you. Welcome to your happy place. style: 2792-2308 | color: 100 Happiness from the inside out: light, comfy interior Underwire support Classic coverage Strapless No slip lining Back hook closure 93% Nylon, 7% Spandex Hand Wash Imported read more read less"
493,Sunnie Full Coverage Lightly Lined Bra,"Sunnie Collection: Real Soft® T-shirt bras. style: 9793-7340 | color: 536 Lightly lined Full coverage, Underwire Adjustable cross-back straps Back hook closure Real Soft® fabric 360 degree stretch moves with you If you loved Sofie or Jennifer, you'll ADORE Sunnie! 64% Polyamide, 36% Spandex Hand Wash Imported read more read less"
494,Aerie Play Mesh Back Sports Bra,"Chill. PLAY. Move.™ Super soft and cozy to take you straight from Barre to brunch. style: 0785-2360 | color: 496 Play fabric Perk up! Removable pads V-neck Adjustable straps Mesh racerback Pop it like it's hot! Pop color details 89% Nylon, 11% Elastane Hand Wash Imported read more read less"
495,Hannah Cotton Lightly Lined Bra,"The Free Spirit Our comfy cotton bra, convertible so you can go with the flow. style: 0792-7181 | color: 062 Lightly lined Demi coverage Soft cotton cups Underwire Half-adjustable straps J-hook to convert to racerback Back hook closure If you like Blakely, you’ll LOVE Hannah 90% Cotton, 10% Spandex Hand Wash Imported read more read less"
496,Sunnie Wireless Lightly Lined Bra,"Real Soft®. Real support. Real comfy! Sunnie Collection: Real Soft® t-shirt bras. style: 4793-7791 | color: 327 Lightly lined NO wires! So-soft, two-way stretch padding for support and easy movement Comfy, pull-on silhouette (just like your fave Sunnie bralette) Straps and fabric mold to your body for extra comfort and support Special cups and extended side details for added support that hugs and smooths Your fave Sunnie bra meets your go-to Sunnie bralette for a new twist on Real Soft® A Real Soft® t-shirt bra Cup size runs large. Size down. 64% Nylon, 36% Elastane Hand Wash Imported read more read less"
497,Happy Rockin' Unlined Bra,"Hello, Happy Bras. The happy version of your fave bralette! style: 2792-2356 | color: 073 Happiness from the inside out: light mesh interior Rockin' light underwire support Plunge front Halter strap Back hook closure 90% Nylon, 10% Elastane Hand Wash Imported read more read less"
498,Aerie Everyday Loves Lace Thong,"Introducing Everyday Loves™: Made with love. Everyday, loves: Listen to your heart. Get comfy. Be Happy. Your go-to fave has total cheek & a whole lot of WOW. style: 1446-5971 | color: 153 Soft stretch lace Aerie undies: your panty drawer just got REAL! Low rise Total cheek! 97% Nylon, 3% Spandex Machine Wash Imported read more read less"
499,Aerie Romantic Lace Keyhole Longline Bralette,"Bralette goals. Bralettes. We did them first, we do them best! Layer 'em on first, or wear 'em on their own. style: 4447-2142 | color: 437 Soft romantic lace V-front Cotton lined cups Keyhole front & back details Adjustable straps Romantic fringe trim Let it peek out from tees & tanks! Stay comfy in a bra MADE to layer 93% Nylon, 7% Spandex Hand Wash Imported read more read less"
500,Hannah Cotton Lightly Lined Bra,"The Free Spirit Our comfy cotton bra, convertible so you can go with the flow. style: 0792-7181 | color: 092 Lightly lined Demi coverage Soft cotton cups Underwire Half-adjustable straps J-hook to convert to racerback Back hook closure If you like Blakely, you’ll LOVE Hannah 90% Cotton, 10% Spandex Hand Wash Imported read more read less"
501,Happy Unlined Bandeau Bra,"Hello, Happy Bras. Happiness is feeling like the real you. Welcome to your happy place. style: 2792-2308 | color: 023 Happiness from the inside out: light, comfy interior Underwire support Classic coverage Strapless No slip lining Back hook closure 93% Nylon, 7% Spandex Hand Wash Imported read more read less"
502,Aerie Move Racerback Sports Bra,"Chill. Play. MOVE. Some girls sweat & others keep it cool. That’s why we made a collection that works for every body. Forget the makeup. It’s all about you, girl. Namaste.  style: 0785-2367 | color: 341 Move fabric Perk up! Removable pads Scoop front Racerback Back keyhole detail Back hook closure 65% Nylon, 35% Spandex Hand Wash Imported read more read less"
503,Sunnie Pushup Bra,"Sunnie Collection: Real Soft® T-shirt bras. style: 6734-4530 | color: 536 Pushup level: Perkier Demi coverage, Underwire Fully adjustable straps Ballet back Back hook closure Real Soft® fabric 360 degree stretch moves with you If you loved Jacklyn or Emma, you'll ADORE Sunnie Pushup If you like Harper or Ella Gel, you’ll LOVE Sunnie Pushup 52% Nylon, 39% Polyester, 9% Elastane Hand Wash Imported read more read less"
504,Aerie Tomgirl Logo Bralette,"Simply sporty! Simply sporty details and a soft cotton blend keep you comfy in your fave layer. style: 1692-2259 | color: 073 Soft cotton Scoop front Button details Logo elastic waistband 95% Cotton, 5% Spandex Hand Wash Imported read more read less"
505,Aerie Lace Halter Bralette,"Extra support. Get extra support and a pretty peek with a halter strap. style: 0697-7515 | color: 808 Soft lace, cozy lining Halter strap for extra support V-neck Let it peek out from tees and tanks! Stay comfy in a bra made to layer 92% Nylon, 8% Elastane Hand Wash Imported read more read less"
506,Sunnie Wireless Lightly Lined Bra,"Real Soft®. Real support. Real comfy! Sunnie Collection: Real Soft® t-shirt bras. style: 4792-7762 | color: 130 Lightly lined NO wires! So-soft, two-way stretch padding for support and easy movement Comfy, pull-on silhouette (just like your fave Sunnie bralette) Straps and fabric mold to your body for extra comfort and support Special cups and extended side details for added support that hugs and smooths Your fave Sunnie bra meets your go-to Sunnie bralette for a new twist on Real Soft® A Real Soft® t-shirt bra Cup size runs large. Size down. 64% Nylon, 36% Elastane Hand Wash Imported read more read less"
507,Aerie Sunnie Thong,"Real Soft® from your bra to your booty. Your fave collection. Total cheek. style: 1772-5902 | color: 073 Real Soft® fabric Lace trim at waist & leg openings Undies: the REAL way to say panties. Low rise Total cheek! 72% Nylon, 28% Spandex Hand Wash Imported read more read less"
508,Sunnie Full Coverage Lightly Lined Bra,"Sunnie Collection: Real Soft® T-shirt bras. style: 9793-7524 | color: 073 Lightly lined Full coverage, Underwire Fully adjustable straps Lace cradle Ballet back Back hook closure Real Soft® fabric If you loved Sofie or Jennifer, you'll ADORE Sunnie! 64% Polyamide, 36% Spandex Hand Wash Imported read more read less"
509,Aerie Lace Cross-Back Bralette,"Laced with love. Bralettes. We did them first, we do them best! Layer 'em on first, or wear 'em on their own. style: 4447-7623 | color: 645 Soft lace with the right amount of stretch V-front Cotton lined cups Cross-back straps Fun and festive embroidery Button back with keyhole and open details 93% Nylon, 7% Spandex Hand Wash Imported read more read less"
510,Aerie Boho Racerback Bralette,"Peace, love and lace. Wear often. Feel good! style: 4447-2071 | color: 130 Boho lace with cozy lining V-front Racerback Stay cozy in a bra MADE to layer 92% Nylon, 8% Elastane Hand Wash Imported read more read less"
511,Aerie Gel Petals,"Quick Fixes® Collection: Endless options for every outfit. Our new bra collections are made for REAL life. Every girl is #AerieREAL. It's time your bra is, too! style: 0735-2382 | color: 159 Includes one pair Storage case included Can be worn up to 25 times with proper care Complete wear and care instructions on package *Packaging may vary 100% Silicone Hand Wash Imported read more read less"
512,Aerie Sunnie Chill Bralette,"Sunnie Collection: Chill. Play. Move.™ + Real Soft® Some girls sweat & others keep it cool. The collection that works for every body just got even brighter. style: 0785-2272 | color: 130 Real Soft® fabric + CHILL Plunge front Cross-back straps Keyhole back detail Wicking fabric to help keep moisture away from skin 67% Polyamide, 33% Elastane Hand Wash Imported read more read less"
513,Katie Lightly Lined Bra,"The Girl Next Door The original t-shirt bra every girl is sure to love. style: 4441-7167 | color: 100 Lightly lined Full coverage Underwire Fully adjustable straps Back hook closure 73% Nylon, 27% Spandex Hand Wash Imported read more read less"
514,Aerie Play Sports Bra,"Chill. PLAY. Move. Some girls sweat & others keep it cool. That’s why we made a collection that works for every body. It’s all about you, girl. Namaste. style: 0785-2365 | color: 341 Play fabric Scoop front Twist back racerback detail 89% Nylon, 11% Spandex Hand Wash Imported read more read less"
515,Aerie Move Zip Front Sports Bra,"Chill. Play. MOVE.™ Medium to high impact support for your next sweat sesh. style: 0785-2319 | color: 536 Smooth seamless fabric Scoop front Zip closure *Worry free! Hidden front hook keeps zipper from falling 89% Nylon, 11% Elastane Hand Wash Imported read more read less"
516,Day To Play Pushup Bra,"Go from perkier to whoa! Pick your push. Perkier to whoa! in one bra. style: 6732-4636 | color: 426 Pushup level: From perkier to whoa! | Natural lift & shape Removable pads let you customize your push Without pads: Perkier With pads: Whoa! Back hook closure Stay gold with pretty, rose gold hardware If you loved Emma, you'll ADORE Day to Play 86% Nylon, 14% Elastane Hand Wash Imported read more read less"
517,Happy Unlined Bra,"Hello, Happy Bras. Happiness is feeling like the real you. Welcome to your happy place. style: 2792-7830 | color: 073 Happiness from the inside out: light mesh interior Underwire support Classic coverage Adjustable straps Back hook closure 97% Nylon, 3% Elastane Hand Wash Imported read more read less"
518,Sunnie Demi Coverage Lightly Lined Bra,"Sunnie Collection: Real Soft® T-shirt bras. style: 2790-7598 | color: 073 Lightly lined Demi coverage Underwire Adjustable straps with split strap detail Ballet back Back hook closure Real Soft® fabric 360 degree stretch moves with you 64% Nylon, 36% Elastane Hand Wash Imported read more read less"
519,Brooke Pushup Longline Bra,"The Bestie Your go-to pushup with just the right push. style: 3732-4680 | color: 073 Pushup level: Perkier Plunge silhouette Underwire Lace trim Back hook closure If you loved Charlie or Emma, you'll ADORE Brooke! 73% Nylon, 27% Elastane Hand Wash Imported read more read less"
520,Happy Unlined Bandeau Bra,"Hello, Happy Bras. Happiness is feeling like the real you. Welcome to your happy place. style: 2792-2308 | color: 005 Happiness from the inside out: light, comfy interior Underwire support Classic coverage Strapless No slip lining Back hook closure 93% Nylon, 7% Spandex Hand Wash Imported read more read less"
521,Summer Strapless Pushup Bra,"The bra for every season. The pushup that has you completely ready for absolutely anything! style: 1736-4359 | color: 073 Pushup level: Perky Demi coverage Underwire Convertible, removable straps Back closure 1 bra. 4 ways to wear it: 2 straps, 1 strap, cross-strap or strapless! 73% Nylon, 27% Spandex Hand Wash Imported, Adhesive imported from USA read more read less"
522,Sunnie Demi Coverage Lightly Lined Bra,"Sunnie Collection: Real Soft® T-shirt bras. style: 2791-7771 | color: 130 Lightly lined Demi coverage Underwire Racerback Adjustable straps Ballet back Front closure Real Soft® fabric 64% Nylon, 36% Elastane Hand Wash Imported read more read less"
523,Brooke Racerback Pushup Bra,"The Bestie Your go-to pushup with just the right push. style: 3732-4689 | color: 604 Pushup level: Perkier Plunge silhouette Underwire Pull-on fit Racerback with adjustable straps If you loved Charlie or Emma, you'll ADORE Brooke! 73% Nylon, 27% Elastane Hand Wash Imported read more read less"
524,Sunnie Full Coverage Lightly Lined Bra,"Sunnie Collection: Real Soft® T-shirt bras. style: 9793-7524 | color: 133 Lightly lined Full coverage, Underwire Fully adjustable straps Lace cradle Ballet back Back hook closure Real Soft® fabric If you loved Sofie or Jennifer, you'll ADORE Sunnie! 64% Polyamide, 36% Spandex Hand Wash Imported read more read less"
525,Aerie Boho Halter Bralette,"Peace, love and lace. Wear often. Feel good! style: 4447-2095 | color: 125 Boho lace with cozy lining V-front Halter strap Stay cozy in a bra MADE to layer 92% Nylon, 8% Spandex Hand Wash Imported read more read less"
526,Katie Lightly Lined Bra,"The original t-shirt bra every girl is sure to love. style: 4442-7813 | color: 417 Lightly lined Plunge silhouette Underwire Adjustable straps Back hook closure Pretty strap detail Some Styles: FLWR PWR lace 97% Nylon, 3% Elastane Hand Wash Imported read more read less"
527,Aerie Play Mesh Back Sports Bra,"Chill. PLAY. Move.™ Super soft and cozy to take you straight from Barre to brunch. style: 0785-2360 | color: 199 Play fabric Perk up! Removable pads V-neck Adjustable straps Mesh racerback Pop it like it's hot! Pop color details 89% Nylon, 11% Elastane Hand Wash Imported read more read less"
528,Sunnie Full Coverage Lightly Lined Bra,"Sunnie Collection: Real Soft® T-shirt bras. style: 9792-3487 | color: 073 Lightly lined Full coverage, Underwire Fully adjustable straps Ballet back Back hook closure Real Soft® fabric 360 degree stretch moves with you If you loved Sofie or Jennifer, you'll ADORE Sunnie! 64% Nylon, 36% Elastane Hand Wash Imported read more read less"
